t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
0.0820,11.602,0.0,-0.051,11.593,100.00,6.00,37.688,0.2,-0.121,37.664,50.00,4.00,72.438,-0.8,-0.002,72.410,80.00,3.50,81.688,1.8,-0.007,81.636,30.00,2.00,-16.156,-1.5,-0.017,-16.129,100.00,6.00,-37.000,-1.3,-0.016,-36.979,50.00,4.00,-78.812,-3.0,-0.048,-78.791,80.00,3.50,-85.000,-1.1,-0.018,-85.073,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0840,11.602,-2.6,0.038,11.592,100.00,6.00,37.688,2.7,-0.047,37.662,50.00,4.00,72.438,0.7,-0.042,72.408,80.00,3.50,81.625,-1.1,-0.002,81.637,30.00,2.00,-16.141,1.4,0.023,-16.128,100.00,6.00,-37.000,-3.1,-0.026,-36.977,50.00,4.00,-78.812,-0.3,-0.103,-78.790,80.00,3.50,-85.000,1.9,-0.039,-85.074,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0860,11.602,-1.1,0.001,11.592,100.00,6.00,37.688,-2.8,0.006,37.661,50.00,4.00,72.438,-0.7,0.005,72.406,80.00,3.50,81.625,-0.8,0.004,81.638,30.00,2.00,-16.156,-0.8,-0.098,-16.127,100.00,6.00,-37.000,-3.3,-0.039,-36.976,50.00,4.00,-78.812,-2.7,-0.008,-78.788,80.00,3.50,-85.000,-1.7,-0.058,-85.074,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0880,11.602,-0.0,-0.162,11.591,100.00,6.00,37.688,-1.2,-0.024,37.659,50.00,4.00,72.438,-1.3,-0.043,72.404,80.00,3.50,81.625,-1.2,-0.044,81.638,30.00,2.00,-16.141,0.4,0.046,-16.126,100.00,6.00,-37.000,0.3,0.053,-36.974,50.00,4.00,-78.812,-0.6,-0.028,-78.787,80.00,3.50,-85.062,-3.6,-0.042,-85.075,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0900,11.609,1.5,-0.051,11.590,100.00,6.00,37.688,2.1,0.004,37.657,50.00,4.00,72.438,-2.5,0.043,72.401,80.00,3.50,81.688,1.8,0.002,81.639,30.00,2.00,-16.156,-1.2,-0.027,-16.125,100.00,6.00,-37.000,-0.1,-0.015,-36.972,50.00,4.00,-78.812,-0.7,-0.045,-78.785,80.00,3.50,-85.000,2.0,-0.046,-85.076,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0920,11.602,-2.8,0.024,11.590,100.00,6.00,37.688,-0.6,-0.093,37.655,50.00,4.00,72.438,-2.2,-0.025,72.399,80.00,3.50,81.625,-1.0,-0.015,81.640,30.00,2.00,-16.141,3.4,0.151,-16.124,100.00,6.00,-37.000,2.9,0.076,-36.970,50.00,4.00,-78.812,0.0,-0.009,-78.783,80.00,3.50,-85.000,3.8,-0.020,-85.077,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0940,11.602,0.4,0.024,11.589,100.00,6.00,37.688,-2.1,0.006,37.653,50.00,4.00,72.438,1.0,-0.022,72.396,80.00,3.50,81.688,2.1,0.016,81.641,30.00,2.00,-16.141,0.1,0.000,-16.123,100.00,6.00,-37.000,-3.2,0.046,-36.968,50.00,4.00,-78.812,-3.2,-0.021,-78.781,80.00,3.50,-85.062,-3.4,0.016,-85.078,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0960,11.602,-3.0,-0.036,11.588,100.00,6.00,37.688,-0.9,0.006,37.650,50.00,4.00,72.438,2.5,-0.061,72.394,80.00,3.50,81.625,-0.9,-0.015,81.642,30.00,2.00,-16.141,0.8,0.186,-16.122,100.00,6.00,-37.000,1.3,-0.005,-36.966,50.00,4.00,-78.812,1.5,0.052,-78.779,80.00,3.50,-85.000,1.7,0.018,-85.079,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.0980,11.602,-2.4,-0.108,11.587,100.00,6.00,37.688,-0.6,-0.046,37.648,50.00,4.00,72.438,1.4,-0.017,72.391,80.00,3.50,81.625,-2.0,0.003,81.643,30.00,2.00,-16.156,-3.5,0.027,-16.121,100.00,6.00,-36.969,3.6,-0.023,-36.964,50.00,4.00,-78.812,0.8,0.075,-78.777,80.00,3.50,-85.062,-2.4,-0.016,-85.080,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1000,11.602,0.4,0.048,11.586,100.00,6.00,37.688,1.8,-0.058,37.646,50.00,4.00,72.438,1.6,-0.079,72.388,80.00,3.50,81.688,4.4,0.005,81.645,30.00,2.00,-16.156,-0.3,0.042,-16.119,100.00,6.00,-37.000,-1.9,0.071,-36.962,50.00,4.00,-78.812,-0.7,-0.029,-78.775,80.00,3.50,-85.000,0.3,0.004,-85.081,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1020,11.602,-0.9,-0.067,11.586,100.00,6.00,37.688,-0.7,-0.016,37.643,50.00,4.00,72.438,-1.7,-0.081,72.385,80.00,3.50,81.625,-1.9,0.002,81.646,30.00,2.00,-16.156,-2.6,-0.071,-16.118,100.00,6.00,-37.000,2.6,0.030,-36.960,50.00,4.00,-78.812,4.1,0.064,-78.773,80.00,3.50,-85.000,-0.5,0.012,-85.082,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1040,11.602,1.8,-0.055,11.585,100.00,6.00,37.688,1.7,0.049,37.641,50.00,4.00,72.438,-3.1,-0.096,72.382,80.00,3.50,81.625,-2.4,-0.027,81.647,30.00,2.00,-16.156,-0.5,0.063,-16.117,100.00,6.00,-37.000,0.8,0.026,-36.957,50.00,4.00,-78.812,-3.0,0.068,-78.770,80.00,3.50,-85.000,-0.8,-0.040,-85.083,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1060,11.602,-1.2,-0.089,11.584,100.00,6.00,37.688,2.5,0.021,37.638,50.00,4.00,72.438,-3.3,-0.194,72.379,80.00,3.50,81.625,-2.6,0.008,81.648,30.00,2.00,-16.141,3.5,-0.040,-16.115,100.00,6.00,-37.000,-2.0,0.079,-36.955,50.00,4.00,-78.812,-1.2,0.063,-78.768,80.00,3.50,-85.000,0.6,-0.057,-85.085,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1080,11.602,-1.3,-0.051,11.583,100.00,6.00,37.688,2.7,-0.019,37.635,50.00,4.00,72.438,-1.2,-0.098,72.376,80.00,3.50,81.688,2.3,0.092,81.649,30.00,2.00,-16.141,0.9,0.194,-16.114,100.00,6.00,-37.000,1.4,0.053,-36.952,50.00,4.00,-78.812,-0.2,0.063,-78.765,80.00,3.50,-85.000,7.0,0.031,-85.086,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1100,11.602,0.7,0.066,11.582,100.00,6.00,37.688,0.3,-0.091,37.632,50.00,4.00,72.438,-1.0,-0.093,72.373,80.00,3.50,81.688,2.7,0.016,81.651,30.00,2.00,-16.141,0.4,0.091,-16.112,100.00,6.00,-37.000,1.1,-0.016,-36.950,50.00,4.00,-78.812,0.0,-0.110,-78.763,80.00,3.50,-85.000,-1.5,-0.036,-85.087,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1120,11.602,-1.1,-0.032,11.580,100.00,6.00,37.688,1.7,-0.079,37.629,50.00,4.00,72.438,0.9,-0.064,72.369,80.00,3.50,81.625,-2.3,-0.009,81.652,30.00,2.00,-16.156,-2.2,0.112,-16.111,100.00,6.00,-37.000,-1.5,0.000,-36.947,50.00,4.00,-78.812,1.7,0.079,-78.760,80.00,3.50,-85.000,-1.8,-0.033,-85.088,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1140,11.602,-0.3,0.115,11.579,100.00,6.00,37.688,-5.3,0.012,37.626,50.00,4.00,72.438,-1.8,-0.100,72.365,80.00,3.50,81.625,-2.3,-0.031,81.654,30.00,2.00,-16.156,-1.1,0.058,-16.109,100.00,6.00,-37.000,1.2,-0.037,-36.944,50.00,4.00,-78.812,-2.5,0.117,-78.757,80.00,3.50,-85.000,2.9,-0.032,-85.090,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1160,11.602,-0.3,-0.024,11.578,100.00,6.00,37.688,-0.5,-0.043,37.623,50.00,4.00,72.438,0.4,-0.145,72.362,80.00,3.50,81.688,2.4,-0.008,81.655,30.00,2.00,-16.141,1.8,0.125,-16.108,100.00,6.00,-37.000,2.5,0.044,-36.941,50.00,4.00,-78.812,3.0,0.031,-78.755,80.00,3.50,-85.000,2.1,0.015,-85.091,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1180,11.602,-1.1,-0.098,11.577,100.00,6.00,37.688,0.3,-0.019,37.620,50.00,4.00,72.438,4.3,-0.113,72.358,80.00,3.50,81.625,-1.7,-0.013,81.657,30.00,2.00,-16.141,0.4,-0.010,-16.106,100.00,6.00,-37.000,-3.2,0.101,-36.938,50.00,4.00,-78.812,-1.0,0.137,-78.752,80.00,3.50,-85.062,-3.3,-0.046,-85.093,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1200,11.617,3.8,-0.219,11.576,100.00,6.00,37.688,-1.5,-0.056,37.617,50.00,4.00,72.438,-1.4,-0.076,72.354,80.00,3.50,81.625,-2.5,-0.055,81.658,30.00,2.00,-16.156,-2.5,0.130,-16.104,100.00,6.00,-37.000,2.2,0.034,-36.935,50.00,4.00,-78.812,-2.4,0.049,-78.749,80.00,3.50,-85.000,-1.9,-0.045,-85.094,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1220,11.602,-0.6,-0.126,11.575,100.00,6.00,37.688,-1.7,-0.131,37.613,50.00,4.00,72.438,0.4,-0.037,72.350,80.00,3.50,81.625,0.1,-0.039,81.660,30.00,2.00,-16.141,0.4,0.100,-16.103,100.00,6.00,-37.000,-5.7,-0.040,-36.932,50.00,4.00,-78.812,2.1,0.060,-78.745,80.00,3.50,-85.000,-1.4,0.004,-85.096,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1240,11.602,-0.8,0.035,11.573,100.00,6.00,37.688,4.1,-0.036,37.609,50.00,4.00,72.438,-3.6,-0.080,72.346,80.00,3.50,81.688,1.8,-0.018,81.662,30.00,2.00,-16.156,-1.9,-0.082,-16.101,100.00,6.00,-37.000,-0.2,0.035,-36.929,50.00,4.00,-78.812,-1.6,0.047,-78.742,80.00,3.50,-85.000,-0.2,-0.016,-85.097,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1260,11.602,-1.6,-0.008,11.572,100.00,6.00,37.688,-2.9,-0.139,37.606,50.00,4.00,72.438,-3.8,-0.102,72.341,80.00,3.50,81.688,3.7,0.063,81.663,30.00,2.00,-16.141,4.2,0.018,-16.099,100.00,6.00,-37.000,-1.0,-0.004,-36.926,50.00,4.00,-78.812,1.0,0.140,-78.739,80.00,3.50,-85.062,-2.6,-0.023,-85.099,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1280,11.602,-2.0,-0.174,11.570,100.00,6.00,37.688,1.7,-0.001,37.602,50.00,4.00,72.438,2.2,-0.026,72.337,80.00,3.50,81.625,-0.6,0.022,81.665,30.00,2.00,-16.156,-2.5,0.180,-16.097,100.00,6.00,-37.000,1.3,0.135,-36.922,50.00,4.00,-78.812,2.0,0.024,-78.735,80.00,3.50,-85.000,-1.0,-0.080,-85.101,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1300,11.609,3.8,-0.132,11.569,100.00,6.00,37.688,-1.8,-0.057,37.598,50.00,4.00,72.438,-2.3,-0.073,72.332,80.00,3.50,81.625,-2.6,0.012,81.667,30.00,2.00,-16.141,1.7,0.094,-16.095,100.00,6.00,-37.000,2.7,0.022,-36.919,50.00,4.00,-78.812,1.7,0.001,-78.732,80.00,3.50,-85.000,-1.1,-0.059,-85.102,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1320,11.602,-1.8,0.051,11.568,100.00,6.00,37.688,-1.4,-0.012,37.594,50.00,4.00,72.438,-1.0,-0.105,72.327,80.00,3.50,81.625,-1.1,0.023,81.669,30.00,2.00,-16.141,0.3,0.162,-16.093,100.00,6.00,-37.000,-0.7,0.009,-36.915,50.00,4.00,-78.812,1.5,0.037,-78.728,80.00,3.50,-85.000,-1.7,-0.059,-85.104,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1340,11.602,-0.4,-0.119,11.566,100.00,6.00,37.688,-0.4,-0.044,37.590,50.00,4.00,72.438,-0.9,-0.086,72.322,80.00,3.50,81.625,0.1,0.015,81.671,30.00,2.00,-16.141,3.4,0.080,-16.091,100.00,6.00,-37.000,-2.1,0.069,-36.911,50.00,4.00,-78.812,-2.6,0.002,-78.725,80.00,3.50,-85.062,-4.5,-0.064,-85.106,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1360,11.602,-1.0,-0.076,11.565,100.00,6.00,37.688,-0.5,-0.067,37.586,50.00,4.00,72.438,-0.5,-0.120,72.317,80.00,3.50,81.688,3.0,0.050,81.673,30.00,2.00,-16.141,2.2,0.077,-16.089,100.00,6.00,-37.000,1.2,0.056,-36.907,50.00,4.00,-78.812,-4.0,0.037,-78.721,80.00,3.50,-85.000,2.2,-0.040,-85.108,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1380,11.602,0.6,-0.112,11.563,100.00,6.00,37.688,-0.2,-0.013,37.581,50.00,4.00,72.438,-2.2,-0.147,72.312,80.00,3.50,81.688,1.6,0.039,81.675,30.00,2.00,-16.141,1.0,-0.089,-16.086,100.00,6.00,-37.000,-1.2,0.025,-36.903,50.00,4.00,-78.812,2.1,0.113,-78.717,80.00,3.50,-85.000,0.6,-0.073,-85.110,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1400,11.594,-3.1,-0.018,11.561,100.00,6.00,37.688,2.4,-0.014,37.577,50.00,4.00,72.438,-0.5,-0.207,72.307,80.00,3.50,81.625,-1.6,0.014,81.677,30.00,2.00,-16.141,-1.6,-0.066,-16.084,100.00,6.00,-37.000,-0.9,0.038,-36.899,50.00,4.00,-78.812,2.4,0.134,-78.713,80.00,3.50,-85.000,0.8,-0.034,-85.112,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1420,11.602,-1.9,-0.043,11.560,100.00,6.00,37.688,0.2,0.022,37.572,50.00,4.00,72.438,-3.2,-0.144,72.301,80.00,3.50,81.688,1.3,0.008,81.679,30.00,2.00,-16.141,2.9,0.244,-16.082,100.00,6.00,-37.000,2.1,0.055,-36.895,50.00,4.00,-78.812,-0.2,-0.011,-78.708,80.00,3.50,-85.000,4.1,-0.015,-85.114,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1440,11.602,-1.8,-0.040,11.558,100.00,6.00,37.688,-0.9,-0.072,37.567,50.00,4.00,72.438,0.3,-0.144,72.296,80.00,3.50,81.625,-2.6,0.043,81.681,30.00,2.00,-16.141,-0.7,0.105,-16.079,100.00,6.00,-37.000,-0.6,0.085,-36.891,50.00,4.00,-78.812,-0.7,0.105,-78.704,80.00,3.50,-85.000,1.7,-0.099,-85.116,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1460,11.609,2.4,-0.160,11.556,100.00,6.00,37.688,0.2,-0.168,37.562,50.00,4.00,72.438,-2.8,-0.173,72.290,80.00,3.50,81.625,-2.6,0.002,81.684,30.00,2.00,-16.141,1.5,0.085,-16.077,100.00,6.00,-37.000,-1.0,0.063,-36.886,50.00,4.00,-78.812,0.5,0.140,-78.700,80.00,3.50,-85.000,1.9,-0.012,-85.118,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1480,11.602,-2.3,-0.202,11.554,100.00,6.00,37.688,-0.8,-0.025,37.557,50.00,4.00,72.438,0.3,-0.141,72.284,80.00,3.50,81.625,-0.9,0.021,81.686,30.00,2.00,-16.156,-5.8,-0.095,-16.074,100.00,6.00,-37.000,0.8,0.064,-36.882,50.00,4.00,-78.812,-2.8,0.109,-78.695,80.00,3.50,-85.000,-1.3,-0.051,-85.120,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1500,11.602,0.6,-0.188,11.552,100.00,6.00,37.688,-2.5,-0.089,37.552,50.00,4.00,72.438,3.0,-0.183,72.278,80.00,3.50,81.625,-0.5,-0.029,81.688,30.00,2.00,-16.141,4.6,-0.017,-16.072,100.00,6.00,-37.000,-0.8,0.084,-36.877,50.00,4.00,-78.812,2.3,0.100,-78.691,80.00,3.50,-85.000,-0.8,-0.028,-85.123,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1520,11.594,-3.3,-0.070,11.551,100.00,6.00,37.688,1.7,0.001,37.547,50.00,4.00,72.438,0.9,-0.135,72.272,80.00,3.50,81.625,-0.5,0.018,81.691,30.00,2.00,-16.141,0.2,0.035,-16.069,100.00,6.00,-36.969,3.1,0.031,-36.872,50.00,4.00,-78.812,-0.8,0.088,-78.686,80.00,3.50,-85.000,1.8,-0.048,-85.125,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1540,11.602,-0.0,-0.074,11.549,100.00,6.00,37.688,-4.1,-0.165,37.542,50.00,4.00,72.438,1.3,-0.232,72.266,80.00,3.50,81.625,-0.8,-0.024,81.693,30.00,2.00,-16.141,-0.5,0.204,-16.066,100.00,6.00,-37.000,-0.0,0.078,-36.867,50.00,4.00,-78.812,1.4,0.178,-78.681,80.00,3.50,-85.000,0.4,-0.044,-85.127,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1560,11.602,-0.6,-0.103,11.547,100.00,6.00,37.688,-2.8,-0.147,37.536,50.00,4.00,72.438,-1.4,-0.119,72.259,80.00,3.50,81.625,-1.8,0.046,81.696,30.00,2.00,-16.141,2.0,0.084,-16.063,100.00,6.00,-37.000,-3.3,0.070,-36.862,50.00,4.00,-78.750,3.8,0.111,-78.676,80.00,3.50,-85.000,-1.5,-0.085,-85.130,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1580,11.609,1.5,-0.208,11.545,100.00,6.00,37.688,-0.7,-0.103,37.531,50.00,4.00,72.438,3.2,-0.209,72.252,80.00,3.50,81.625,0.9,0.014,81.699,30.00,2.00,-16.141,1.8,0.154,-16.060,100.00,6.00,-36.969,3.1,0.104,-36.857,50.00,4.00,-78.812,-3.1,0.128,-78.671,80.00,3.50,-85.000,0.5,-0.036,-85.132,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1600,11.617,5.1,-0.023,11.542,100.00,6.00,37.688,3.1,0.026,37.525,50.00,4.00,72.438,-1.2,-0.242,72.246,80.00,3.50,81.688,1.7,0.034,81.701,30.00,2.00,-16.141,5.2,0.203,-16.057,100.00,6.00,-37.000,1.3,0.049,-36.852,50.00,4.00,-78.812,1.9,0.181,-78.666,80.00,3.50,-85.000,2.0,-0.049,-85.135,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1620,11.594,-3.6,-0.043,11.540,100.00,6.00,37.688,-1.6,-0.148,37.519,50.00,4.00,72.438,3.2,-0.300,72.239,80.00,3.50,81.625,0.0,-0.006,81.704,30.00,2.00,-16.156,-1.7,0.360,-16.054,100.00,6.00,-37.000,0.3,0.127,-36.846,50.00,4.00,-78.812,-3.0,0.190,-78.661,80.00,3.50,-85.000,0.2,-0.071,-85.138,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1640,11.609,2.8,-0.067,11.538,100.00,6.00,37.688,4.7,-0.078,37.513,50.00,4.00,72.438,1.4,-0.188,72.232,80.00,3.50,81.625,0.2,0.009,81.707,30.00,2.00,-16.141,-1.5,-0.001,-16.051,100.00,6.00,-37.000,2.2,0.057,-36.841,50.00,4.00,-78.812,-2.2,0.193,-78.655,80.00,3.50,-85.000,1.7,-0.062,-85.140,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1660,11.594,-4.3,-0.074,11.536,100.00,6.00,37.688,2.3,-0.195,37.507,50.00,4.00,72.438,-1.1,-0.322,72.224,80.00,3.50,81.625,0.5,0.037,81.710,30.00,2.00,-16.141,0.2,0.147,-16.048,100.00,6.00,-36.969,4.6,0.096,-36.835,50.00,4.00,-78.812,0.8,0.132,-78.650,80.00,3.50,-85.062,-3.7,-0.069,-85.143,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1680,11.602,0.2,-0.134,11.534,100.00,6.00,37.688,-1.8,-0.126,37.500,50.00,4.00,72.438,-0.7,-0.228,72.217,80.00,3.50,81.688,1.8,0.022,81.713,30.00,2.00,-16.141,-0.7,0.036,-16.045,100.00,6.00,-37.000,1.4,0.111,-36.830,50.00,4.00,-78.750,3.1,0.197,-78.644,80.00,3.50,-85.000,-0.8,-0.069,-85.146,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1700,11.602,1.6,-0.130,11.531,100.00,6.00,37.688,1.0,-0.159,37.494,50.00,4.00,72.438,-0.6,-0.234,72.209,80.00,3.50,81.625,-0.9,-0.002,81.716,30.00,2.00,-16.141,3.0,0.126,-16.042,100.00,6.00,-37.000,-0.8,0.055,-36.824,50.00,4.00,-78.812,-2.9,0.137,-78.638,80.00,3.50,-85.000,4.9,-0.063,-85.149,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1720,11.602,-2.2,-0.124,11.529,100.00,6.00,37.688,3.6,-0.263,37.487,50.00,4.00,72.438,4.2,-0.252,72.201,80.00,3.50,81.688,1.7,0.001,81.719,30.00,2.00,-16.141,-1.9,0.030,-16.038,100.00,6.00,-37.000,-1.5,0.122,-36.818,50.00,4.00,-78.812,0.1,0.147,-78.632,80.00,3.50,-85.000,4.7,-0.066,-85.152,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1740,11.602,-1.3,-0.016,11.526,100.00,6.00,37.688,-1.0,-0.170,37.481,50.00,4.00,72.438,-3.7,-0.239,72.194,80.00,3.50,81.688,1.6,0.030,81.722,30.00,2.00,-16.141,0.1,0.190,-16.035,100.00,6.00,-36.969,3.5,0.199,-36.812,50.00,4.00,-78.750,3.3,0.242,-78.626,80.00,3.50,-85.000,2.1,-0.065,-85.155,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1760,11.594,-3.5,-0.222,11.524,100.00,6.00,37.688,-2.6,-0.130,37.474,50.00,4.00,72.375,-4.7,-0.234,72.185,80.00,3.50,81.625,-1.5,-0.009,81.725,30.00,2.00,-16.141,-0.5,0.150,-16.031,100.00,6.00,-36.969,2.5,0.055,-36.805,50.00,4.00,-78.812,-2.7,0.206,-78.620,80.00,3.50,-85.000,3.2,-0.058,-85.158,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1780,11.609,3.0,-0.033,11.521,100.00,6.00,37.688,-2.7,-0.233,37.467,50.00,4.00,72.438,-0.3,-0.372,72.177,80.00,3.50,81.688,3.0,0.006,81.728,30.00,2.00,-16.156,-3.1,0.133,-16.028,100.00,6.00,-37.000,0.6,0.102,-36.799,50.00,4.00,-78.812,0.8,0.197,-78.614,80.00,3.50,-85.000,0.7,-0.017,-85.161,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1800,11.602,1.3,-0.149,11.519,100.00,6.00,37.688,0.9,-0.152,37.460,50.00,4.00,72.438,-0.4,-0.300,72.169,80.00,3.50,81.625,-3.0,0.045,81.732,30.00,2.00,-16.141,-0.1,0.087,-16.024,100.00,6.00,-37.000,0.8,0.103,-36.792,50.00,4.00,-78.812,-0.7,0.267,-78.607,80.00,3.50,-85.000,-0.8,-0.042,-85.164,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1820,11.602,-1.3,-0.116,11.516,100.00,6.00,37.688,-0.6,-0.165,37.452,50.00,4.00,72.438,1.5,-0.327,72.160,80.00,3.50,81.688,4.7,0.077,81.735,30.00,2.00,-16.141,1.0,0.112,-16.020,100.00,6.00,-37.000,-1.4,0.176,-36.786,50.00,4.00,-78.812,0.7,0.202,-78.600,80.00,3.50,-85.000,0.3,-0.031,-85.167,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.1840,11.602,-1.4,-0.138,11.513,100.00,6.00,37.688,2.5,-0.240,37.445,50.00,4.00,72.438,-1.1,-0.305,72.151,80.00,3.50,81.625,0.5,0.022,81.739,30.00,2.00,-16.141,-0.3,0.165,-16.017,100.00,6.00,-37.000,1.4,0.204,-36.779,50.00,4.00,-78.750,3.4,0.276,-78.594,80.00,3.50,-85.062,-1.8,-0.046,-85.171,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
