t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
2.4600,2.980,2.8,-5.957,2.965,4.801,-8.5,-1.707,4.809,27.969,-16.0,0.902,28.016,94.250,41.4,-0.677,94.125,0.169,19.4,7.137,0.122,-8.680,1.1,-9.617,-8.688,-44.031,20.7,-12.898,-44.094,-98.188,-31.8,3.787,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4620,2.984,0.9,-5.680,2.980,4.805,-1.6,-1.996,4.801,27.938,-16.2,0.422,27.969,94.312,35.3,-0.776,94.250,0.169,7.4,7.715,0.169,-8.664,5.8,-9.539,-8.680,-44.000,19.3,-12.773,-44.031,-98.250,-33.4,3.793,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4640,3.004,6.7,-3.480,2.984,4.828,7.6,-2.059,4.805,27.891,-16.7,1.674,27.938,94.375,32.3,-1.407,94.312,0.188,5.3,0.436,0.169,-8.648,9.0,-7.160,-8.664,-43.969,17.8,-8.133,-44.000,-98.250,-16.6,5.562,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4660,3.025,10.9,1.341,3.004,4.840,5.8,-0.478,4.828,27.859,-18.2,4.145,27.891,94.375,23.5,-2.238,94.375,0.151,-9.6,-0.014,0.188,-8.617,14.8,-5.180,-8.648,-43.875,33.1,-5.742,-43.969,-98.250,-7.5,3.713,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4680,3.076,19.2,0.058,3.025,4.875,12.0,1.717,4.840,27.859,-3.1,4.211,27.859,94.438,18.4,-3.600,94.375,0.053,-33.9,1.178,0.151,-8.570,22.3,-3.713,-8.617,-43.781,39.7,-6.637,-43.875,-98.250,5.0,2.180,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4700,3.160,36.1,-0.164,3.076,4.914,17.6,1.829,4.875,27.891,8.0,4.367,27.859,94.438,4.5,-3.326,94.438,-0.078,-53.6,3.146,0.053,-8.516,26.6,-3.562,-8.570,-43.656,54.9,-6.621,-43.781,-98.250,4.6,2.043,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4720,3.232,39.2,-1.357,3.160,4.961,20.2,2.422,4.914,27.953,20.4,3.133,27.891,94.375,-6.0,-3.602,94.438,-0.217,-62.8,4.590,-0.078,-8.445,29.1,-3.689,-8.516,-43.531,68.8,-9.578,-43.656,-98.188,7.1,2.031,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4741,3.324,45.3,-1.397,3.232,5.020,24.3,1.306,4.961,28.016,29.7,3.561,27.953,94.375,-15.8,-3.029,94.375,-0.380,-75.1,5.453,-0.217,-8.383,31.0,-4.094,-8.445,-43.406,61.7,-8.969,-43.531,-98.188,10.9,3.344,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4761,3.402,41.9,-2.438,3.324,5.098,32.1,1.693,5.020,28.078,31.3,4.727,28.016,94.312,-27.2,-3.613,94.375,-0.512,-69.6,5.566,-0.380,-8.344,23.6,-2.881,-8.383,-43.281,60.1,-8.766,-43.406,-98.125,17.1,3.307,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4781,3.482,39.3,-3.760,3.402,5.164,32.9,2.232,5.098,28.172,40.8,4.676,28.078,94.250,-34.9,-4.215,94.312,-0.656,-71.0,5.625,-0.512,-8.320,15.7,-2.287,-8.344,-43.219,43.9,-8.195,-43.281,-98.125,23.2,3.693,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4800,3.570,41.0,-6.309,3.482,5.250,39.8,3.121,5.164,28.266,46.1,9.109,28.172,94.125,-49.2,-6.598,94.250,-0.772,-61.6,9.000,-0.656,-8.289,14.0,0.290,-8.320,-43.125,45.7,-4.051,-43.219,-98.062,27.7,1.716,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4820,3.625,29.8,-12.539,3.570,5.355,49.3,4.332,5.250,28.422,63.8,9.969,28.266,93.938,-69.6,-6.863,94.125,-0.863,-50.3,14.430,-0.772,-8.250,19.0,0.843,-8.289,-43.031,46.0,-2.566,-43.125,-98.000,22.6,0.273,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4840,3.621,8.6,-14.406,3.625,5.480,56.3,3.904,5.355,28.609,82.3,9.977,28.422,93.812,-77.2,-7.129,93.938,-0.895,-29.8,12.227,-0.863,-8.188,23.4,0.365,-8.250,-42.938,48.4,-3.076,-43.031,-98.000,18.4,-0.010,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4860,3.555,-18.1,-11.984,3.621,5.625,67.2,3.701,5.480,28.828,99.6,9.508,28.609,93.562,-95.2,-6.805,93.812,-0.841,4.7,8.891,-0.895,-8.117,30.3,-0.154,-8.188,-42.781,61.5,-3.564,-42.938,-97.938,13.5,-0.133,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4880,3.439,-43.4,-9.523,3.555,5.754,65.7,4.164,5.625,29.078,118.6,10.625,28.828,93.312,-118.1,-7.613,93.562,-0.785,20.8,7.207,-0.841,-8.047,30.1,-0.691,-8.117,-42.656,60.8,-4.617,-42.781,-97.938,5.9,-0.219,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4900,3.332,-49.8,-7.910,3.439,5.840,50.1,5.285,5.754,29.344,127.3,10.500,29.078,93.062,-134.4,-6.137,93.312,-0.715,28.6,5.418,-0.785,-7.988,29.1,-1.331,-8.047,-42.531,61.5,-5.504,-42.656,-98.000,-5.7,-0.420,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4920,3.227,-51.2,-7.121,3.332,5.887,33.2,7.250,5.840,29.609,128.4,10.031,29.344,92.750,-136.5,-3.602,93.062,-0.649,29.7,4.562,-0.715,-7.941,25.1,-1.818,-7.988,-42.438,59.3,-6.039,-42.531,-98.000,-14.6,-0.586,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4940,3.129,-49.6,-6.230,3.227,5.898,17.9,8.703,5.887,29.906,139.0,9.953,29.609,92.438,-141.4,-1.033,92.750,-0.593,27.4,3.514,-0.649,-7.918,15.8,-2.088,-7.941,-42.312,52.1,-6.938,-42.438,-98.062,-18.2,-0.579,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4960,3.062,-37.4,-6.254,3.129,5.879,1.2,10.836,5.898,30.188,144.2,10.797,29.906,92.188,-136.5,3.070,92.438,-0.556,20.8,3.430,-0.593,-7.914,5.4,-2.203,-7.918,-42.219,49.1,-7.160,-42.312,-98.125,-24.5,-0.874,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4980,3.004,-35.1,-6.551,3.062,5.875,-0.6,12.289,5.879,30.453,134.5,11.039,30.188,92.000,-115.4,4.242,92.188,-0.537,12.6,3.977,-0.556,-7.910,1.9,-1.827,-7.914,-42.156,40.5,-7.004,-42.219,-98.188,-34.0,-0.976,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5001,2.980,-20.4,-7.129,3.004,5.887,4.6,13.477,5.875,30.703,127.7,10.695,30.453,91.812,-85.6,4.734,92.000,-0.527,6.2,4.113,-0.537,-7.926,-2.9,-0.984,-7.910,-42.094,31.7,-6.469,-42.156,-98.250,-36.8,-1.047,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5022,2.953,-15.3,-7.258,2.980,5.902,7.4,14.070,5.887,30.906,111.0,11.164,30.703,91.750,-57.3,4.773,91.812,-0.534,-1.1,4.902,-0.527,-7.953,-9.4,0.001,-7.926,-42.062,25.6,-5.969,-42.094,-98.375,-45.5,-0.869,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5041,2.922,-15.8,-8.305,2.953,5.922,8.9,15.133,5.902,31.078,94.9,12.234,30.906,91.750,-24.4,4.387,91.750,-0.530,0.9,5.562,-0.534,-7.965,-6.6,0.492,-7.953,-42.031,18.2,-5.633,-42.062,-98.438,-45.9,-0.690,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5060,2.893,-15.1,-8.320,2.922,5.945,11.1,14.891,5.922,31.203,76.0,12.156,31.078,91.750,4.0,2.479,91.750,-0.540,-2.9,5.926,-0.530,-7.980,-7.2,1.204,-7.965,-42.000,19.3,-4.902,-42.031,-98.562,-55.3,-0.380,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5115,2.834,-11.3,-9.070,2.893,5.969,5.2,13.625,5.945,31.297,9.9,11.273,31.203,92.062,54.5,-0.710,91.750,-0.527,4.0,5.676,-0.540,-7.957,3.7,1.706,-7.980,-41.938,13.4,-2.086,-42.000,-98.875,-54.9,0.630,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5127,2.824,-10.6,-9.070,2.834,5.953,-2.7,13.164,5.969,31.266,-1.4,11.688,31.297,92.125,59.3,-2.119,92.062,-0.537,-1.2,5.121,-0.527,-7.941,9.5,1.697,-7.957,-41.906,15.0,-2.041,-41.938,-98.938,-53.3,0.900,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5141,2.818,-6.4,-9.188,2.824,5.953,-1.5,11.922,5.953,31.203,-22.8,11.648,31.266,92.250,65.1,-5.930,92.125,-0.537,-1.3,4.867,-0.537,-7.906,13.0,1.531,-7.941,-41.906,11.9,-1.120,-41.906,-99.000,-51.2,1.338,-98.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5153,2.824,-1.1,-8.758,2.818,5.949,-2.3,10.984,5.953,31.172,-30.7,12.016,31.203,92.312,65.3,-5.801,92.250,-0.540,-2.7,4.910,-0.537,-7.887,16.1,1.459,-7.906,-41.875,17.6,-1.064,-41.906,-99.062,-47.0,1.340,-99.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5166,2.824,-0.2,-9.125,2.824,5.949,-1.5,11.039,5.949,31.125,-32.2,12.352,31.172,92.375,60.7,-5.699,92.312,-0.543,-3.4,5.020,-0.540,-7.859,20.1,1.349,-7.887,-41.844,17.5,-1.113,-41.875,-99.125,-48.3,1.326,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5182,2.830,3.1,-9.477,2.824,5.961,4.6,10.805,5.949,31.047,-39.1,11.492,31.125,92.438,50.4,-5.555,92.375,-0.549,-3.3,5.012,-0.543,-7.828,18.3,1.563,-7.859,-41.812,19.0,-0.283,-41.844,-99.188,-40.9,1.344,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5200,2.828,-0.2,-9.289,2.830,5.969,3.1,9.531,5.961,30.953,-42.2,4.398,31.047,92.500,38.0,-5.609,92.438,-0.565,-7.3,3.344,-0.549,-7.797,15.0,-1.084,-7.828,-41.781,18.5,-4.578,-41.812,-99.250,-37.9,1.940,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5220,2.859,10.3,-0.296,2.828,5.969,-1.2,0.723,5.969,30.828,-57.6,1.324,30.953,92.562,28.6,-2.199,92.500,-0.587,-9.2,4.629,-0.565,-7.797,3.0,-5.223,-7.797,-41.781,7.9,-6.934,-41.781,-99.312,-22.8,3.320,-99.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5240,2.918,24.2,-8.391,2.859,5.922,-18.4,-1.901,5.969,30.672,-72.0,2.061,30.828,92.625,30.0,-2.287,92.562,-0.609,-8.6,9.383,-0.587,-7.863,-21.3,-5.176,-7.797,-41.812,-10.3,-6.492,-41.781,-99.312,-19.4,3.406,-99.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5261,2.969,24.2,-8.273,2.918,5.832,-35.3,-0.835,5.922,30.453,-93.5,3.346,30.672,92.688,29.9,-2.137,92.625,-0.605,-1.4,5.250,-0.609,-7.973,-45.3,-2.629,-7.863,-41.875,-26.8,-5.754,-41.812,-99.312,-3.8,3.332,-99.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5282,3.021,25.8,-4.387,2.969,5.727,-46.3,0.967,5.832,30.234,-102.9,5.109,30.453,92.750,23.9,-1.910,92.688,-0.596,3.4,3.688,-0.605,-8.086,-52.8,-1.782,-7.973,-42.000,-45.7,-5.691,-41.875,-99.312,3.6,3.625,-99.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5302,3.094,31.3,-3.170,3.021,5.613,-51.2,1.954,5.727,30.000,-108.6,4.957,30.234,92.812,25.9,-1.586,92.750,-0.612,-3.4,5.609,-0.596,-8.211,-60.9,-3.148,-8.086,-42.094,-51.3,-5.258,-42.000,-99.250,15.7,4.113,-99.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5324,3.186,41.2,-11.352,3.094,5.516,-51.7,-0.131,5.613,29.781,-113.1,4.805,30.000,92.875,27.0,-1.311,92.812,-0.609,-1.6,10.055,-0.612,-8.359,-69.7,-3.432,-8.211,-42.281,-72.2,-6.938,-42.094,-99.188,31.2,4.672,-99.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5345,3.186,41.2,-11.352,3.186,5.516,-51.7,-0.131,5.516,29.781,-113.1,4.805,29.781,92.875,27.0,-1.311,92.875,-0.609,-1.6,10.055,-0.609,-8.359,-69.7,-3.432,-8.359,-42.281,-72.2,-6.938,-42.281,-99.188,31.2,4.672,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5361,3.229,11.7,-8.859,3.186,5.355,-43.6,0.034,5.516,29.391,-96.6,5.871,29.781,93.000,34.7,-0.485,92.875,-0.493,26.4,8.922,-0.609,-8.680,-79.2,-4.496,-8.359,-42.656,-95.2,-7.211,-42.281,-99.000,41.4,0.321,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5380,3.227,3.7,-7.152,3.229,5.270,-44.3,0.610,5.355,29.219,-84.2,5.758,29.391,93.062,34.5,-0.422,93.000,-0.411,34.9,7.699,-0.493,-8.805,-67.5,-4.707,-8.680,-42.875,-106.2,-7.750,-42.656,-98.938,39.7,1.204,-99.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5400,3.201,-6.0,-6.227,3.227,5.191,-44.9,0.827,5.270,29.078,-72.4,5.527,29.219,93.125,36.0,-0.437,93.062,-0.314,43.9,6.988,-0.411,-8.867,-42.2,-6.285,-8.805,-43.125,-116.1,-7.195,-42.875,-98.812,40.9,1.347,-98.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5420,3.176,-11.1,-6.699,3.201,5.141,-34.3,1.309,5.191,28.938,-70.2,5.324,29.078,93.188,39.2,-0.311,93.125,-0.220,44.4,7.379,-0.314,-8.898,-23.6,-8.055,-8.867,-43.375,-124.0,-8.641,-43.125,-98.750,43.5,1.775,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5440,3.148,-15.4,-6.441,3.176,5.090,-29.5,1.292,5.141,28.859,-56.3,4.605,28.938,93.312,41.2,-0.322,93.188,-0.116,47.5,6.621,-0.220,-8.875,-2.1,-8.758,-8.898,-43.625,-126.1,-8.367,-43.375,-98.688,43.5,1.819,-98.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5460,3.129,-10.8,-5.504,3.148,5.051,-24.6,1.229,5.090,28.781,-43.1,4.586,28.859,93.375,43.8,-0.168,93.312,-0.013,49.4,5.840,-0.116,-8.875,-1.2,-10.172,-8.875,-43.875,-119.4,-9.117,-43.625,-98.562,40.7,0.769,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5480,3.109,-8.9,-4.441,3.129,5.031,-15.4,1.003,5.051,28.734,-31.6,3.748,28.781,93.500,41.3,-0.219,93.375,0.066,42.9,5.277,-0.013,-8.891,-5.9,-10.750,-8.875,-44.125,-124.2,-9.406,-43.875,-98.500,33.3,0.499,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5500,3.100,-5.7,-4.734,3.109,5.023,-8.1,0.228,5.031,28.703,-22.1,3.285,28.734,93.625,51.2,-0.362,93.500,0.129,34.5,6.410,0.066,-8.930,-15.7,-11.289,-8.891,-44.312,-104.4,-9.203,-44.125,-98.438,29.8,-0.876,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5520,3.084,-6.3,-5.883,3.100,5.020,-5.5,-1.133,5.023,28.656,-20.3,2.223,28.703,93.688,53.6,-0.542,93.625,0.185,30.8,7.094,0.129,-8.984,-23.0,-10.188,-8.930,-44.500,-96.2,-8.992,-44.312,-98.438,16.4,-2.262,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5540,3.066,-8.0,-5.324,3.084,5.016,-3.6,-1.548,5.020,28.641,-13.8,1.447,28.656,93.812,51.8,-0.768,93.688,0.220,21.7,7.477,0.185,-9.031,-24.4,-9.719,-8.984,-44.625,-72.8,-9.469,-44.500,-98.438,10.4,-1.650,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5560,3.041,-10.5,-5.148,3.066,5.004,-5.2,-1.978,5.016,28.625,-11.4,1.127,28.641,93.875,50.4,-1.008,93.812,0.257,18.8,8.055,0.220,-9.078,-23.6,-10.406,-9.031,-44.688,-48.0,-9.992,-44.625,-98.500,-12.1,-0.900,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5581,3.020,-10.5,-5.207,3.041,4.984,-8.4,-2.305,5.004,28.594,-11.4,0.773,28.625,94.000,45.6,-0.976,93.875,0.289,16.0,8.391,0.257,-9.078,-9.9,-10.914,-9.078,-44.719,-20.7,-11.000,-44.688,-98.500,-18.0,-0.323,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5601,3.012,-4.9,-5.309,3.020,4.965,-8.7,-2.258,4.984,28.562,-15.6,0.944,28.594,94.062,38.3,-1.159,94.000,0.330,18.1,8.555,0.289,-9.086,-3.3,-11.242,-9.078,-44.688,-2.7,-11.758,-44.719,-98.562,-26.9,0.089,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5620,2.988,-9.3,-5.328,3.012,4.938,-9.2,-2.197,4.965,28.516,-16.2,0.827,28.562,94.125,41.2,-1.053,94.062,0.361,15.8,8.000,0.330,-9.086,1.1,-10.898,-9.086,-44.656,10.3,-12.133,-44.688,-98.625,-33.0,0.228,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5640,3.004,0.3,-5.941,2.988,4.926,-6.1,-2.137,4.938,28.469,-20.2,1.088,28.516,94.250,40.8,-0.819,94.125,0.396,16.5,8.289,0.361,-9.086,0.3,-10.836,-9.086,-44.625,18.9,-12.672,-44.656,-98.688,-33.7,0.237,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5660,3.012,1.1,-6.078,3.004,4.914,-6.8,-2.338,4.926,28.406,-28.0,0.388,28.469,94.312,34.4,-1.176,94.250,0.414,11.1,7.469,0.396,-9.086,2.1,-9.258,-9.086,-44.594,16.7,-12.164,-44.625,-98.812,-36.6,3.342,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5680,3.027,4.8,-4.988,3.012,4.930,1.2,-2.070,4.914,28.344,-30.7,0.082,28.406,94.312,28.9,-1.491,94.312,0.439,12.2,5.434,0.414,-9.086,0.9,-7.582,-9.086,-44.562,14.2,-12.055,-44.594,-98.875,-34.5,6.156,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5700,3.041,4.7,-2.111,3.027,4.945,5.0,-0.872,4.930,28.297,-26.3,3.566,28.344,94.375,26.2,-2.303,94.312,0.424,-0.9,-0.591,0.439,-9.055,10.4,-3.920,-9.086,-44.500,24.2,-8.266,-44.562,-98.875,-17.8,4.227,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5720,3.088,16.3,0.568,3.041,4.969,10.2,1.200,4.945,28.250,-23.6,4.402,28.297,94.438,20.8,-2.803,94.375,0.345,-26.1,0.569,0.424,-9.008,18.7,-3.910,-9.055,-44.469,22.5,-6.586,-44.500,-98.875,-9.6,2.994,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5740,3.156,28.6,-0.078,3.088,4.996,14.4,1.818,4.969,28.250,-12.6,4.410,28.250,94.438,3.1,-3.049,94.438,0.239,-45.3,2.359,0.345,-8.938,30.2,-4.125,-9.008,-44.406,28.9,-6.375,-44.469,-98.875,6.2,2.576,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5760,3.236,35.1,-1.025,3.156,5.035,17.8,1.755,4.996,28.250,-0.6,4.324,28.250,94.438,-2.8,-3.127,94.438,0.094,-63.8,4.270,0.239,-8.875,32.5,-4.055,-8.938,-44.312,39.8,-6.871,-44.406,-98.812,7.0,2.496,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5780,3.332,44.3,-1.413,3.236,5.086,24.9,2.027,5.035,28.297,11.1,3.664,28.250,94.375,-9.1,-3.248,94.438,-0.044,-68.0,4.941,0.094,-8.820,31.5,-3.857,-8.875,-44.188,50.2,-7.578,-44.312,-98.812,12.1,2.695,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5800,3.408,39.3,-1.853,3.332,5.133,23.0,1.743,5.086,28.328,15.9,2.951,28.297,94.312,-20.0,-3.115,94.375,-0.201,-75.1,5.641,-0.044,-8.797,20.9,-4.148,-8.820,-44.094,47.0,-8.898,-44.188,-98.812,9.9,3.334,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5824,3.512,44.6,-2.920,3.408,5.195,27.3,1.017,5.133,28.406,27.7,4.531,28.328,94.250,-29.0,-3.523,94.312,-0.333,-69.4,6.883,-0.201,-8.773,14.3,-2.965,-8.797,-44.031,44.8,-9.742,-44.094,-98.750,22.9,4.121,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5847,3.604,44.9,-4.242,3.512,5.262,32.2,1.656,5.195,28.469,29.8,6.574,28.406,94.188,-37.0,-4.898,94.250,-0.468,-68.7,6.629,-0.333,-8.750,10.1,-1.294,-8.773,-43.938,39.6,-8.680,-44.031,-98.625,28.8,4.371,-98.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5869,3.697,33.6,-6.754,3.604,5.387,38.8,3.219,5.262,28.625,49.9,8.648,28.469,94.000,-54.1,-6.980,94.188,-0.609,-51.1,7.449,-0.468,-8.695,17.8,-0.261,-8.750,-43.844,32.9,-4.078,-43.938,-98.562,39.3,2.164,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5886,3.725,30.8,-7.660,3.697,5.438,44.3,3.377,5.387,28.688,57.2,8.195,28.625,93.938,-66.2,-6.609,94.000,-0.656,-49.0,6.848,-0.609,-8.664,21.5,-0.625,-8.695,-43.812,33.7,-4.254,-43.844,-98.500,41.0,2.146,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5901,3.746,17.0,-9.297,3.725,5.547,52.1,4.512,5.438,28.859,73.3,8.680,28.688,93.750,-80.9,-7.871,93.938,-0.715,-37.0,9.398,-0.656,-8.602,26.7,0.992,-8.664,-43.750,33.0,-3.670,-43.812,-98.438,40.8,0.697,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5920,3.750,6.1,-9.500,3.746,5.676,60.8,4.672,5.547,29.047,86.6,9.414,28.859,93.500,-101.7,-7.344,93.750,-0.741,-22.0,7.539,-0.715,-8.508,37.4,0.517,-8.602,-43.656,44.7,-3.930,-43.750,-98.375,35.8,0.749,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5940,3.719,-7.2,-8.445,3.750,5.816,68.6,5.023,5.676,29.266,99.3,9.453,29.047,93.250,-116.8,-7.680,93.500,-0.744,-10.0,6.113,-0.741,-8.414,43.7,-0.096,-8.508,-43.562,48.5,-4.648,-43.656,-98.312,28.8,0.575,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5960,3.668,-18.6,-9.195,3.719,5.918,57.3,4.832,5.816,29.500,108.9,11.680,29.266,93.000,-137.1,-8.172,93.250,-0.725,1.4,7.508,-0.744,-8.336,39.7,-1.778,-8.414,-43.438,52.4,-4.387,-43.562,-98.250,23.7,-0.885,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.5980,3.600,-28.2,-9.023,3.668,5.973,37.2,5.719,5.918,29.766,125.4,11.188,29.500,92.625,-152.2,-6.516,93.000,-0.678,15.4,6.492,-0.725,-8.281,32.3,-2.277,-8.336,-43.344,57.4,-5.055,-43.438,-98.250,8.0,-1.166,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6000,3.508,-40.0,-7.875,3.600,5.965,10.5,7.379,5.973,30.031,133.0,11.125,29.766,92.312,-168.9,-3.186,92.625,-0.627,23.2,4.617,-0.678,-8.250,19.9,-3.129,-8.281,-43.219,58.2,-5.699,-43.344,-98.250,1.0,-1.103,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6020,3.439,-35.6,-6.781,3.508,5.941,-6.6,9.070,5.965,30.312,137.1,11.211,30.031,91.938,-172.0,0.554,92.312,-0.605,15.4,3.922,-0.627,-8.219,14.0,-3.105,-8.250,-43.094,57.0,-6.418,-43.219,-98.312,-5.6,-1.118,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6040,3.371,-33.2,-7.660,3.439,5.918,-10.2,10.484,5.941,30.578,136.8,11.766,30.312,91.688,-155.9,2.908,91.938,-0.568,17.6,4.348,-0.605,-8.242,-1.1,-2.330,-8.219,-43.000,56.1,-6.926,-43.094,-98.312,-19.6,-1.057,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6060,3.314,-29.2,-7.758,3.371,5.914,-6.3,11.680,5.918,30.812,123.1,11.344,30.578,91.438,-130.1,4.199,91.688,-0.543,14.2,4.496,-0.568,-8.266,-9.8,-1.320,-8.242,-42.906,44.8,-7.039,-43.000,-98.438,-30.2,-0.938,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6080,3.260,-28.2,-7.141,3.314,5.922,-0.8,12.797,5.914,31.031,116.4,11.414,30.812,91.250,-98.1,5.520,91.438,-0.515,14.3,4.512,-0.543,-8.297,-13.5,-0.130,-8.266,-42.844,35.3,-6.934,-42.906,-98.500,-32.9,-0.798,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.6103,3.213,-26.3,-7.344,3.260,5.961,11.7,14.445,5.922,31.203,95.6,11.391,31.031,91.188,-64.5,5.883,91.250,-0.502,9.0,4.926,-0.515,-8.328,-18.2,1.132,-8.297,-42.781,30.1,-6.773,-42.844,-98.562,-40.6,-0.694,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
